City,FutureMajor,Country,SchoolType,Grade,Email,English,Japanese,Coding
beijing,Philosophy,Japan,Normal high school,10,Bob0833@pku.edu.cn,TRUE,FALSE,FALSE
shanxi,Archaeology,United States,University,11,Carol0834@hotmail.com,TRUE,FALSE,TRUE
suzhou,Architecture,Canada,International high school,12,Dave0835@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Mathematics,Japan,Normal high school,Freshman,Eve0836@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,United States,University,Sophomore,Francis0837@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Economy,Canada,International high school,Junior,Grace0838@hotmail.com,TRUE,FALSE,TRUE
suzhou,Sociology,Japan,Normal high school,Senior,Hans0839@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Philosophy,United States,University,9,Isabella0840@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,Canada,International high school,10,Jason0841@pku.edu.cn,FALSE,TRUE,my
shanxi,Architecture,Japan,Normal high school,11,Kate0842@hotmail.com,TRUE,FALSE,TRUE
suzhou,Mathematics,United States,University,12,Louis0843@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Computer Science,Canada,International high school,Freshman,Margraret0844@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,Japan,Normal high school,Sophomore,Nathan0845@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Sociology,United States,University,Junior,Olivia0846@hotmail.com,TRUE,FALSE,TRUE
suzhou,Philosophy,Canada,International high school,Senior,Paul0847@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Archaeology,Japan,Normal high school,9,Queen0848@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,United States,University,10,Richard0849@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Mathematics,Canada,International high school,11,Susan0850@hotmail.com,TRUE,TRUE,TRUE
suzhou,Computer Science,Japan,Normal high school,12,Thomas0851@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Economy,United States,University,Freshman,Uma0852@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,Canada,International high school,Sophomore,Vivian0853@pku.edu.cn,TRUE,FALSE,omy
shanxi,Philosophy,Japan,Normal high school,Junior,Winnie0854@hotmail.com,TRUE,FALSE,TRUE
suzhou,Archaeology,United States,University,Senior,Xander0855@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Architecture,Canada,International high school,9,Yasmine0856@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,Japan,Normal high school,10,Zach0857@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Computer Science,United States,University,11,Alice0858@hotmail.com,TRUE,TRUE,TRUE
suzhou,Economy,Canada,International high school,12,Bob0859@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Sociology,Japan,Normal high school,Freshman,Carol0860@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,United States,University,Sophomore,Dave0861@pku.edu.cn,FALSE,TRUE,FALSE
shanxi,Archaeology,Canada,International high school,Junior,Eve0862@hotmail.com,TRUE,FALSE,TRUE
suzhou,Architecture,Japan,Normal high school,Senior,Francis0863@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Mathematics,United States,University,9,Grace0864@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,Canada,International high school,10,Hans0865@pku.edu.cn,FALSE,FALSE,my
shanxi,Economy,Japan,Normal high school,11,Isabella0866@hotmail.com,TRUE,FALSE,TRUE
suzhou,Sociology,United States,University,12,Jason0867@thu.edu.cn,FALSE,TRUE,FALSE
shanghai,Philosophy,Canada,International high school,Freshman,Kate0868@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,Japan,Normal high school,Sophomore,Louis0869@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Architecture,United States,University,Junior,Margraret0870@hotmail.com,TRUE,FALSE,TRUE
suzhou,Mathematics,Canada,International high school,Senior,Nathan0871@thu.edu.cn,TRUE,TRUE,FALSE
shanghai,Computer Science,Japan,Normal high school,9,Olivia0872@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,United States,University,10,Paul0873@pku.edu.cn,TRUE,TRUE,FALSE
shanxi,Sociology,Canada,International high school,11,Queen0874@hotmail.com,TRUE,FALSE,TRUE
suzhou,Philosophy,Japan,Normal high school,12,Richard0875@thu.edu.cn,TRUE,TRUE,FALSE
shanghai,Archaeology,United States,University,Freshman,Susan0876@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,Canada,International high school,Sophomore,Thomas0877@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Mathematics,Japan,Normal high school,Junior,Uma0878@hotmail.com,TRUE,FALSE,TRUE
suzhou,Computer Science,United States,University,Senior,Vivian0879@thu.edu.cn,TRUE,FALSE,FALSE
shanghai,Economy,Canada,International high school,9,Winnie0880@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,Japan,Normal high school,10,Xander0881@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Philosophy,United States,University,11,Yasmine0882@hotmail.com,TRUE,FALSE,TRUE
suzhou,Archaeology,Canada,International high school,12,Zach0883@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Architecture,Japan,Normal high school,Freshman,Alice0884@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,United States,University,Sophomore,Bob0885@pku.edu.cn,TRUE,FALSE,omy
shanxi,Computer Science,Canada,International high school,Junior,Carol0886@hotmail.com,TRUE,TRUE,TRUE
suzhou,Economy,Japan,Normal high school,Senior,Dave0887@thu.edu.cn,FALSE,TRUE,my
shanghai,Sociology,United States,University,9,Eve0888@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,Canada,International high school,10,Francis0889@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Archaeology,Japan,Normal high school,11,Grace0890@hotmail.com,TRUE,FALSE,TRUE
suzhou,Architecture,United States,University,12,Hans0891@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Mathematics,Canada,International high school,Freshman,Isabella0892@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,Japan,Normal high school,Sophomore,Jason0893@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Economy,United States,University,Junior,Kate0894@hotmail.com,TRUE,TRUE,TRUE
suzhou,Sociology,Canada,International high school,Senior,Louis0895@thu.edu.cn,FALSE,TRUE,FALSE
shanghai,Philosophy,Japan,Normal high school,9,Margraret0896@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,United States,University,10,Nathan0897@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Architecture,Canada,International high school,11,Olivia0898@hotmail.com,TRUE,TRUE,TRUE
suzhou,Mathematics,Japan,Normal high school,12,Paul0899@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Computer Science,United States,University,Freshman,Queen0900@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,Canada,International high school,Sophomore,Richard0901@pku.edu.cn,TRUE,FALSE,FALSE
shanxi,Sociology,Japan,Normal high school,Junior,Susan0902@hotmail.com,TRUE,TRUE,TRUE
suzhou,Philosophy,United States,University,Senior,Thomas0903@thu.edu.cn,TRUE,TRUE,FALSE
shanghai,Archaeology,Canada,International high school,9,Uma0904@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,Japan,Normal high school,10,Vivian0905@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Mathematics,United States,University,11,Winnie0906@hotmail.com,TRUE,FALSE,TRUE
suzhou,Computer Science,Canada,International high school,12,Xander0907@thu.edu.cn,TRUE,FALSE,FALSE
shanghai,Economy,Japan,Normal high school,Freshman,Yasmine0908@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,United States,University,Sophomore,Zach0909@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Philosophy,Canada,International high school,Junior,Alice0910@hotmail.com,TRUE,TRUE,TRUE
suzhou,Archaeology,Japan,Normal high school,Senior,Bob0911@thu.edu.cn,TRUE,TRUE,FALSE
shanghai,Architecture,United States,University,9,Carol0912@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,Canada,International high school,10,Dave0913@pku.edu.cn,FALSE,TRUE,omy
shanxi,Computer Science,Japan,Normal high school,11,Eve0914@hotmail.com,TRUE,FALSE,TRUE
suzhou,Economy,United States,University,12,Francis0915@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Sociology,Canada,International high school,Freshman,Grace0916@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,Japan,Normal high school,Sophomore,Hans0917@pku.edu.cn,TRUE,FALSE,my
shanxi,Archaeology,United States,University,Junior,Isabella0918@hotmail.com,TRUE,TRUE,TRUE
suzhou,Architecture,Canada,International high school,Senior,Jason0919@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Mathematics,Japan,Normal high school,9,Kate0920@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,United States,University,10,Louis0921@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Economy,Canada,International high school,11,Margraret0922@hotmail.com,TRUE,FALSE,TRUE
suzhou,Sociology,Japan,Normal high school,12,Nathan0923@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Philosophy,United States,University,Freshman,Olivia0924@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,Canada,International high school,Sophomore,Paul0925@pku.edu.cn,FALSE,TRUE,FALSE
shanxi,Architecture,Japan,Normal high school,Junior,Queen0926@hotmail.com,TRUE,FALSE,TRUE
suzhou,Mathematics,United States,University,Senior,Richard0927@thu.edu.cn,TRUE,FALSE,my
shanghai,Computer Science,Canada,International high school,9,Susan0928@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,Japan,Normal high school,10,Thomas0929@pku.edu.cn,FALSE,TRUE,FALSE
shanxi,Sociology,United States,University,11,Uma0930@hotmail.com,TRUE,FALSE,TRUE
suzhou,Philosophy,Canada,International high school,12,Vivian0931@thu.edu.cn,TRUE,TRUE,FALSE
shanghai,Archaeology,Japan,Normal high school,Freshman,Winnie0932@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,United States,University,Sophomore,Xander0933@pku.edu.cn,TRUE,FALSE,FALSE
shanxi,Mathematics,Canada,International high school,Junior,Yasmine0934@hotmail.com,TRUE,TRUE,TRUE
suzhou,Computer Science,Japan,Normal high school,Senior,Zach0935@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Economy,United States,University,9,Alice0936@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,Canada,International high school,10,Bob0937@pku.edu.cn,FALSE,TRUE,omy
shanxi,Philosophy,Japan,Normal high school,11,Carol0938@hotmail.com,TRUE,FALSE,TRUE
suzhou,Archaeology,United States,University,12,Dave0939@thu.edu.cn,TRUE,TRUE,omy
shanghai,Architecture,Canada,International high school,Freshman,Eve0940@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,Japan,Normal high school,Sophomore,Francis0941@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Computer Science,United States,University,Junior,Grace0942@hotmail.com,TRUE,TRUE,TRUE
suzhou,Economy,Canada,International high school,Senior,Hans0943@thu.edu.cn,TRUE,TRUE,FALSE
shanghai,Sociology,Japan,Normal high school,9,Isabella0944@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,United States,University,10,Jason0945@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Archaeology,Canada,International high school,11,Kate0946@hotmail.com,TRUE,FALSE,TRUE
suzhou,Architecture,Japan,Normal high school,12,Louis0947@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Mathematics,United States,University,Freshman,Margraret0948@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,Canada,International high school,Sophomore,Nathan0949@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Economy,Japan,Normal high school,Junior,Olivia0950@hotmail.com,TRUE,FALSE,TRUE
suzhou,Sociology,United States,University,Senior,Paul0951@thu.edu.cn,TRUE,FALSE,my
shanghai,Philosophy,Canada,International high school,9,Queen0952@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,Japan,Normal high school,10,Richard0953@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Architecture,United States,University,11,Susan0954@hotmail.com,TRUE,FALSE,TRUE
suzhou,Mathematics,Canada,International high school,12,Thomas0955@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Computer Science,Japan,Normal high school,Freshman,Uma0956@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,United States,University,Sophomore,Vivian0957@pku.edu.cn,FALSE,FALSE,omy
shanxi,Sociology,Canada,International high school,Junior,Winnie0958@hotmail.com,TRUE,FALSE,TRUE
suzhou,Philosophy,Japan,Normal high school,Senior,Xander0959@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Archaeology,United States,University,9,Yasmine0960@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,Canada,International high school,10,Zach0961@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Mathematics,Japan,Normal high school,11,Alice0962@hotmail.com,TRUE,TRUE,TRUE
suzhou,Computer Science,United States,University,12,Bob0963@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Economy,Canada,International high school,Freshman,Carol0964@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,Japan,Normal high school,Sophomore,Dave0965@pku.edu.cn,FALSE,TRUE,omy
shanxi,Philosophy,United States,University,Junior,Eve0966@hotmail.com,TRUE,FALSE,TRUE
suzhou,Archaeology,Canada,International high school,Senior,Francis0967@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Architecture,Japan,Normal high school,9,Grace0968@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,United States,University,10,Hans0969@pku.edu.cn,TRUE,FALSE,FALSE
shanxi,Computer Science,Canada,International high school,11,Isabella0970@hotmail.com,TRUE,TRUE,TRUE
suzhou,Economy,Japan,Normal high school,12,Jason0971@thu.edu.cn,FALSE,TRUE,my
shanghai,Sociology,United States,University,Freshman,Kate0972@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,Canada,International high school,Sophomore,Louis0973@pku.edu.cn,FALSE,TRUE,my
shanxi,Archaeology,Japan,Normal high school,Junior,Margraret0974@hotmail.com,TRUE,TRUE,TRUE
suzhou,Architecture,United States,University,Senior,Nathan0975@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Mathematics,Canada,International high school,9,Olivia0976@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,Japan,Normal high school,10,Paul0977@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Economy,United States,University,11,Queen0978@hotmail.com,TRUE,FALSE,TRUE
suzhou,Sociology,Canada,International high school,12,Richard0979@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Philosophy,Japan,Normal high school,Freshman,Susan0980@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,United States,University,Sophomore,Thomas0981@pku.edu.cn,TRUE,FALSE,FALSE
shanxi,Architecture,Canada,International high school,Junior,Uma0982@hotmail.com,TRUE,FALSE,TRUE
suzhou,Mathematics,Japan,Normal high school,Senior,Vivian0983@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Computer Science,United States,University,9,Winnie0984@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,Canada,International high school,10,Xander0985@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Sociology,Japan,Normal high school,11,Yasmine0986@hotmail.com,TRUE,FALSE,TRUE
suzhou,Philosophy,United States,University,12,Zach0987@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Archaeology,Canada,International high school,Freshman,Alice0988@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,Japan,Normal high school,Sophomore,Bob0989@pku.edu.cn,FALSE,TRUE,FALSE
shanxi,Mathematics,United States,University,Junior,Carol0990@hotmail.com,TRUE,TRUE,TRUE
suzhou,Computer Science,Canada,International high school,Senior,Dave0991@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Economy,Japan,Normal high school,9,Eve0992@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,United States,University,10,Francis0993@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Philosophy,Canada,International high school,11,Grace0994@hotmail.com,TRUE,TRUE,TRUE
suzhou,Archaeology,Japan,Normal high school,12,Hans0995@thu.edu.cn,FALSE,FALSE,omy
shanghai,Architecture,United States,University,Freshman,Isabella0996@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,Canada,International high school,Sophomore,Jason0997@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Computer Science,Japan,Normal high school,Junior,Kate0998@hotmail.com,TRUE,FALSE,TRUE
suzhou,Economy,United States,University,Senior,Louis0999@thu.edu.cn,TRUE,FALSE,FALSE
shanghai,Sociology,Canada,International high school,9,Margraret1000@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,Japan,Normal high school,10,Nathan1001@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Archaeology,United States,University,11,Olivia1002@hotmail.com,TRUE,FALSE,TRUE
suzhou,Architecture,Canada,International high school,12,Paul1003@thu.edu.cn,TRUE,FALSE,FALSE
shanghai,Mathematics,Japan,Normal high school,Freshman,Queen1004@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,United States,University,Sophomore,Richard1005@pku.edu.cn,FALSE,TRUE,my
shanxi,Economy,Canada,International high school,Junior,Susan1006@hotmail.com,TRUE,TRUE,TRUE
suzhou,Sociology,Japan,Normal high school,Senior,Thomas1007@thu.edu.cn,FALSE,FALSE,my
shanghai,Philosophy,United States,University,9,Uma1008@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,Canada,International high school,10,Vivian1009@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Architecture,Japan,Normal high school,11,Winnie1010@hotmail.com,TRUE,TRUE,TRUE
suzhou,Mathematics,United States,University,12,Xander1011@thu.edu.cn,FALSE,TRUE,my
shanghai,Computer Science,Canada,International high school,Freshman,Yasmine1012@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,Japan,Normal high school,Sophomore,Zach1013@pku.edu.cn,FALSE,FALSE,FALSE
shanxi,Sociology,United States,University,Junior,Alice1014@hotmail.com,TRUE,TRUE,TRUE
suzhou,Philosophy,Canada,International high school,Senior,Bob1015@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Archaeology,Japan,Normal high school,9,Carol1016@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,United States,University,10,Dave1017@pku.edu.cn,FALSE,TRUE,omy
shanxi,Mathematics,Canada,International high school,11,Eve1018@hotmail.com,TRUE,TRUE,TRUE
suzhou,Computer Science,Japan,Normal high school,12,Francis1019@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Economy,United States,University,Freshman,Grace1020@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,Canada,International high school,Sophomore,Hans1021@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Philosophy,Japan,Normal high school,Junior,Isabella1022@hotmail.com,TRUE,FALSE,TRUE
suzhou,Archaeology,United States,University,Senior,Jason1023@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Architecture,Canada,International high school,9,Kate1024@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,Japan,Normal high school,10,Louis1025@pku.edu.cn,FALSE,FALSE,FALSE
shanxi,Computer Science,United States,University,11,Margraret1026@hotmail.com,TRUE,FALSE,TRUE
suzhou,Economy,Canada,International high school,12,Nathan1027@thu.edu.cn,TRUE,TRUE,my
shanghai,Sociology,Japan,Normal high school,Freshman,Olivia1028@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,United States,University,Sophomore,Paul1029@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Archaeology,Canada,International high school,Junior,Queen1030@hotmail.com,TRUE,TRUE,TRUE
suzhou,Architecture,Japan,Normal high school,Senior,Richard1031@thu.edu.cn,TRUE,TRUE,FALSE
shanghai,Mathematics,United States,University,9,Susan1032@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,Canada,International high school,10,Thomas1033@pku.edu.cn,FALSE,TRUE,my
shanxi,Economy,Japan,Normal high school,11,Uma1034@hotmail.com,TRUE,TRUE,TRUE
suzhou,Sociology,United States,University,12,Vivian1035@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Philosophy,Canada,International high school,Freshman,Winnie1036@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,Japan,Normal high school,Sophomore,Xander1037@pku.edu.cn,TRUE,FALSE,FALSE
shanxi,Architecture,United States,University,Junior,Yasmine1038@hotmail.com,TRUE,TRUE,TRUE
suzhou,Mathematics,Canada,International high school,Senior,Zach1039@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Computer Science,Japan,Normal high school,9,Alice1040@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,United States,University,10,Bob1041@pku.edu.cn,TRUE,FALSE,FALSE
shanxi,Sociology,Canada,International high school,11,Carol1042@hotmail.com,TRUE,TRUE,TRUE
suzhou,Philosophy,Japan,Normal high school,12,Dave1043@thu.edu.cn,TRUE,TRUE,FALSE
shanghai,Archaeology,United States,University,Freshman,Eve1044@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,Canada,International high school,Sophomore,Francis1045@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Mathematics,Japan,Normal high school,Junior,Grace1046@hotmail.com,TRUE,FALSE,TRUE
suzhou,Computer Science,United States,University,Senior,Hans1047@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Economy,Canada,International high school,9,Isabella1048@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,Japan,Normal high school,10,Jason1049@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Philosophy,United States,University,11,Kate1050@hotmail.com,TRUE,FALSE,TRUE
suzhou,Archaeology,Canada,International high school,12,Louis1051@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Architecture,Japan,Normal high school,Freshman,Margraret1052@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,United States,University,Sophomore,Nathan1053@pku.edu.cn,FALSE,TRUE,omy
shanxi,Computer Science,Canada,International high school,Junior,Olivia1054@hotmail.com,TRUE,TRUE,TRUE
suzhou,Economy,Japan,Normal high school,Senior,Paul1055@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Sociology,United States,University,9,Queen1056@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,Canada,International high school,10,Richard1057@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Archaeology,Japan,Normal high school,11,Susan1058@hotmail.com,TRUE,TRUE,TRUE
suzhou,Architecture,United States,University,12,Thomas1059@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Mathematics,Canada,International high school,Freshman,Uma1060@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,Japan,Normal high school,Sophomore,Vivian1061@pku.edu.cn,TRUE,FALSE,my
shanxi,Economy,United States,University,Junior,Winnie1062@hotmail.com,TRUE,FALSE,TRUE
suzhou,Sociology,Canada,International high school,Senior,Xander1063@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Philosophy,Japan,Normal high school,9,Yasmine1064@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,United States,University,10,Zach1065@pku.edu.cn,FALSE,FALSE,FALSE
